0.081316,0.0050857,0.0007023,0.001604,0.0030118,0.0014439,0.0012371,0.0021004,0.00039176,-3.269e-05,0.0012634,5.7182e-05,0.0028267,0.0019368,0.013085,0.028291,0.02206,0.0014381,0.007929,-2.2032e-05,0.00074293,0.00019901,0.00010115,0.0053804,0.0029069,0.0098697,0.014653,0.014025,0.0098697,0.0074428,0.0047293,7.2069e-05,0.0075299,0.004598,0.0098761,0.0016215,0.0092636,0.0074242,0.0094224,0.0019072,-0.00034386,0.0075113,0.031936,0.0048565,0.0071796,0.00093301,0.01732,0.013555,0.010327,0.020902,0.017358,0.020193,0.011476,0.019534,0.01865,0.017454,0.009605,0.018942,0.010535,0.00031172,4.9455e-05,-4.2302e-05,0.00047634
0.0050857,0.10752,0.00049382,6.4879e-05,0.00087341,0.0012396,0.0013059,-3.5143e-05,-9.8525e-06,0.0043964,0.0021799,-1.3343e-05,0.00065636,0.0018156,0.0043354,0.0093003,0.0071156,0.0027628,0.014634,0.0090394,0.0022667,0.0077478,0.0028037,0.0028332,0.0070048,0.013836,0.014861,0.0166,0.013836,0.010993,0.0075353,0.00039811,0.012612,0.013134,0.0072133,0.00052641,0.0012333,0.00037046,0.0020566,0.0080808,0.0024136,0.0065772,0.017732,0.0036244,0.0017322,0.0014224,0.019602,0.009895,0.019528,0.014517,0.0047814,0.0090079,0.012934,0.01473,0.010928,0.00652,0.018278,0.0080293,0.01176,-0.00030745,0.0019074,0.0018545,0.0035337
0.0007023,0.00049382,0.083328,0.016398,0.065932,7.1026e-05,0.00031072,5.3471e-05,8.3031e-05,2.7488e-05,0.00086021,4.6221e-05,0.00034672,0.00015754,3.3015e-05,0.00021075,-0.00010705,0.0006717,0.0056918,0.007521,0.01069,0.0069617,0.011174,0.00707,0.00021951,0.005563,0.00090809,0.0030536,0.005563,0.0042499,0.010869,0.014506,0.0053745,0.0031077,0.0066258,0.0021952,1.5319e-05,0.0046167,0.0013763,0.0010948,0.0083217,0.0058992,-9.845e-05,-2.5985e-06,0.0013681,0.00012816,0.00019338,0.0013077,0.0035382,0.0051986,0.0034104,0.0067324,0.0039527,0.0048043,0.0037668,0.0033107,0.0035617,0.0065562,0.0039134,0.000257,-0.00020023,-8.0408e-06,2.0221e-05
0.001604,6.4879e-05,0.016398,0.078979,0.00025214,5.2537e-06,0.0003045,-2.6529e-06,0.00011895,0.00044155,0.00056028,0.00015429,0.00071833,0.0013121,0.0001054,0.0011038,0.00049855,0.028584,1.4618e-05,0.00055296,0.00077716,0.00055325,0.00048144,0.00028829,0.014132,6.7503e-05,2.3645e-05,2.572e-05,6.7503e-05,0.00021857,-1.1071e-05,0.0014065,-2.5843e-05,0.00041771,1.2534e-05,0.0006787,0.004107,0.00033486,0.0010926,0.00063257,0.0025154,2.1787e-05,0.0005109,0.00020145,3.5297e-05,0.00014993,1.5078e-05,0.00024071,-6.1234e-06,0.01745,0.032298,0.014899,0.0050483,0.016476,0.025509,0.030233,-3.3782e-06,0.014566,0.0052645,-0.00032679,-0.00018098,0.00011007,-2.1614e-07
0.0030118,0.00087341,0.065932,0.00025214,0.084145,4.3916e-05,0.00011439,1.6971e-05,4.4641e-06,0.00035398,0.00032805,-2.1621e-06,9.6765e-06,4.8906e-05,0.00016665,0.0012834,0.00012729,0.0042973,0.0077127,0.011917,0.017199,0.011041,0.01637,0.0070749,0.0074073,0.0077966,0.0015233,0.0043536,0.0077966,0.0065281,0.014,0.013131,0.006449,0.0057564,0.0078247,0.0012974,0.0013561,0.004268,0.0033942,0.0006053,0.0051528,0.0077194,-0.0012264,4.9179e-05,0.0014629,0.00031864,0.00042163,0.00083479,0.0043956,3.8099e-05,0.0011611,0.00052237,0.00086824,2.3293e-05,0.00045204,0.0011307,0.0044872,0.00052371,0.0008611,0.00027183,6.7806e-06,3.6213e-05,8.2957e-06
0.0014439,0.0012396,7.1026e-05,5.2537e-06,4.3916e-05,0.10023,0.040134,0.0054308,0.00072384,0.0013439,0.0015945,0.00060509,0.00092874,0.001249,0.016116,0.0057582,0.0090442,0.00051221,0.00012474,1.6115e-05,-4.7152e-05,5.514e-05,-2.2427e-06,0.00014382,0.0013571,0.00058596,0.00028512,0.00037674,0.00058596,0.0006651,0.00048157,6.5832e-06,0.00012432,0.00015388,0.0010043,0.0001317,0.00098987,0.001759,0.0016631,-0.00014374,0.00012051,0.0010335,0.0030824,0.0034687,0.0019989,0.00079963,0.0023543,0.0015456,0.0014784,0.0011128,0.00022552,0.0015054,0.0017873,0.0012074,0.0005991,0.00040832,0.0013921,0.0017104,0.0015889,2.0575e-05,0.00031042,0.00030378,0.00044355
0.0012371,0.0013059,0.00031072,0.0003045,0.00011439,0.040134,0.10195,0.0068956,0.00063616,0.00070099,0.0017568,0.0004064,0.00070513,0.0012593,0.016759,0.0054803,0.0089736,0.0010093,0.00014856,9.8269e-05,-1.22e-05,0.00015032,2.0355e-05,0.00012621,0.0017646,0.00071588,0.00037985,0.00046787,0.00071588,0.00066049,0.00048299,2.3702e-05,0.00015863,0.00027071,0.00086998,2.2881e-05,0.00068375,0.0021372,0.001395,-8.1698e-05,0.00010086,0.00094161,0.0034424,0.0026356,0.0008713,0.00038482,0.0023243,0.0014966,0.001422,0.00067537,7.1295e-06,0.00097341,0.001455,0.00073391,0.00019937,6.456e-05,0.0013607,0.0011017,0.0012315,-9.4851e-06,0.0002948,0.00013312,0.00032853
0.0021004,-3.5143e-05,5.3471e-05,-2.6529e-06,1.6971e-05,0.0054308,0.0068956,0.10845,0.00041287,0.000955,0.00030412,0.00022755,0.00034988,0.00042086,0.017141,0.0077296,0.012743,-1.8946e-05,0.00015411,-5.2524e-05,0.00010764,-7.709e-07,4.5692e-05,7.1716e-05,0.00092656,0.00061096,0.00047986,0.00060247,0.00061096,0.00037786,0.00046504,6.1406e-05,0.00016505,0.0001358,0.000954,8.4178e-05,0.0011388,0.0023668,0.0020686,0.0008037,-0.00013765,0.001314,0.0058584,0.00047702,0.00034585,0.0013597,0.0021356,0.0012776,0.0011374,0.0011545,0.00042362,0.0018787,0.00099058,0.0012219,0.00072765,0.00063782,0.001066,0.0019642,0.00093339,1.1317e-05,0.00028005,5.3107e-05,0.00027797
0.00039176,-9.8525e-06,8.3031e-05,0.00011895,4.4641e-06,0.00072384,0.00063616,0.00041287,0.08731,0.00023086,0.0018378,0.0014745,0.00084436,0.00093251,0.001269,0.0011551,0.0015946,0.00037066,-1.0747e-05,-0.00011182,-0.00017226,-0.00026905,-0.00016038,5.0538e-05,0.00044966,2.1558e-05,4.8559e-06,-1.0464e-05,2.1558e-05,-4.341e-05,-5.8936e-05,8.3586e-06,5.9594e-06,-3.4777e-05,4.9035e-06,0.0005693,-8.0728e-05,0.0011641,0.00054841,0.0011375,1.4544e-05,0.00021221,0.00055622,0.010461,0.015344,-0.00019214,0.0004762,0.0003082,0.00013324,-9.8596e-06,8.3704e-05,0.00010894,9.1639e-05,-1.2042e-05,2.9738e-05,5.7179e-05,0.00015529,4.2855e-05,7.7308e-05,3.3314e-05,4.47e-07,0.00012789,4.1713e-05
-3.269e-05,0.0043964,2.7488e-05,0.00044155,0.00035398,0.0013439,0.00070099,0.000955,0.00023086,0.080986,-0.0009024,6.0589e-05,0.00031547,0.00011145,0.0022112,-2.956e-05,0.00021453,0.00029354,0.0078649,0.010399,0.0082199,0.011013,0.0082438,0.00032394,-0.00014225,0.0051045,0.0060376,0.0062051,0.0051045,0.006307,0.003883,0.00091347,0.0058711,0.0078914,0.00068918,0.0001908,0.00065904,0.0044542,0.0015374,0.014073,0.00070211,-0.00011488,0.00058579,0.0013116,0.0029689,0.024264,0.0021337,0.00093854,0.0039815,0.0037482,0.0017804,0.00055143,0.0026135,0.0037551,0.0035041,0.0021408,0.0038207,0.00040092,0.0025133,-4.1133e-05,0.00023437,0.00030021,0.00039526
